"Matrícula";"Instituição";"Sexo";"Curso";"Turno";"Turma Atual";"Per. Let. Ingresso"
"20201SLBIO036";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20171SLBIO0241";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20191SLBIO0327";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20181SLBIO0273";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20191SLBIO0220";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20171SLBIO0250";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2017/1"
"20171SLBIO0209";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20171SLBIO0195";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20151SLBIO0301";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2015/1"
"20171SLBIO0292";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20191SLBIO0432";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2019/1"
"20201SLBIO034";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";;"2020/1"
"20181SLBIO0290";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20181SLBIO0451";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20161SLBIO0317";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SBCB.10";"2016/1"
"20191SLBIO0173";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20181SLBIO0257";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20171SLBIO0357";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20201SLBIO030";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20161SLBIO0465";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2016/1"
"20171SLBIO0365";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20161SLBIO0171";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2016/1"
"20181SLBIO0133";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";;"2018/1"
"20171SLBIO0012";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2017/1"
"20201SLBIO028";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20181SLBIO0559";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2018/1"
"20161SLBIO0481";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2016/1"
"20162SLBIO0030";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2016/2"
"20191SLBIO0203";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20191SLBIO0149";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20181SLBIO0419";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20191SLBIO0190";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20201SLBIO031";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20201SLBIO037";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";;"2020/1"
"20201SLBIO003";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";;"2020/1"
"20171SLBIO0225";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20171SLBIO0039";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20171SLBIO0047";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20131SLBIO0242";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";;"2013/1"
"20181SLBIO0036";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20171SLBIO0110";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20191SLBIO0424";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20171SLBIO0098";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20151SLBIO0360";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2015/1"
"20191SLBIO0092";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20182SLBIO0018";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/2"
"20201SLBIO022";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20201SLBIO009";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20191SLBIO0025";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20171SLBIO0187";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";;"2017/1"
"20201SLBIO008";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20201SLBIO040";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20201.SLBIO.1";"2020/1"
"20201SLBIO033";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20181SLBIO0265";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20191SLBIO0475";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20171SLBIO0080";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2017/1"
"20201SLBIO023";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20181SLBIO0400";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.6";"2018/1"
"20161SLBIO0198";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2016/1"
"20191SLBIO0319";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20201SLBIO001";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20201SLBIO025";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20191SLBIO0297";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20191SLBIO0041";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20201SLBIO027";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20191SLBIO0106";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20191SLBIO0165";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.4";"2019/1"
"20191SLBIO0440";"Campus de Alegre";"M";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2019/1"
"20131SLBIO0137";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Noturno";"20202.SLBIO.8";"2013/1"
"20201SLBIO011";"Campus de Alegre";"F";"Licenciatura em Ciências Biológicas";"Integral";"20202.SLBIO.2";"2020/1"
"20201STADS009";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20191STADS0340";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2019/1"
"20171STADS0095";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2017/1"
"20201STADS035";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20201STADS008";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20161STADS0012";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2016/1"
"20141STADS0263";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2014/1"
"20192STADS0002";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2019/2"
"20181STADS0092";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2018/1"
"20201STADS031";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20191STADS0049";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20201.STADS.3";"2019/1"
"20161STADS0047";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2016/1"
"20201STADS012";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20151STADS0139";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2015/1"
"20151STADS0333";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2015/1"
"20181STADS0106";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2018/1"
"20201STADS005";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20181STADS0084";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2018/1"
"20151STADS0392";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2015/1"
"20161STADS0330";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2016/1"
"20201STADS003";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20171STADS0362";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2017/1"
"20201STADS040";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20151STADS0031";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2015/1"
"20201STADS002";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20151STADS0309";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6.";"2015/1"
"20151STADS0163";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2015/1"
"20201STADS032";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20171STADS0168";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2017/1"
"20201STADS024";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20171STADS0109";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2017/1"
"20201STADS022";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20141STADS0034";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2014/1"
"20181STADS0149";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2018/1"
"20191STADS0146";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2019/1"
"20201STADS013";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20201STADS034";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2020/1"
"20171STADS0303";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2017/1"
"20201STADS001";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20201STADS033";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20181STADS0360";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20201.STADS.3";"2018/1"
"20181STADS0335";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2018/1"
"20201STADS036";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20141STADS0395";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2014/1"
"20171STADS0184";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2017/1"
"20181STADS0203";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2018/1"
"20201STADS026";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";;"2020/1"
"20201STADS028";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20181STADS0386";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2018/1"
"20191STADS0235";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2019/1"
"20181STADS0041";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2018/1"
"20161STADS0217";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2016/1"
"20201STADS015";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20191STADS0260";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20201.STADS.3";"2019/1"
"20191STADS0316";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2019/1"
"20201STADS018";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20181STADS0238";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2018/1"
"20201STADS017";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20171STADS0230";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2017/1"
"20181STADS0173";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2018/1"
"20192STADS0001";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2019/2"
"20201STADS030";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";;"2020/1"
"20151STADS0147";"Campus de Alegre";"F";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2015/1"
"20181STADS0017";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2018/1"
"20201STADS010";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20201STADS020";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20161STADS0268";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2016/1"
"20201STADS027";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20201STADS016";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20161STADS0187";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2016/1"
"20181STADS0220";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2018/1"
"20201STADS029";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20191STADS0030";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2019/1"
"20151STADS0198";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2015/1"
"20191STADS0154";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2019/1"
"20201STADS011";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";;"2020/1"
"20191STADS0359";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20201.STADS.3";"2019/1"
"20201STADS025";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20151STADS0350";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2015/1"
"20141STADS0328";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Vespertino";;"2014/1"
"20191STADS0170";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2019/1"
"20181STADS0068";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.6";"2018/1"
"20181STADS0408";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2018/1"
"20201STADS004";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20181STADS0351";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";"20202.STADS.4";"2018/1"
"20201STADS014";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20201STADS021";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20201.STADS.1";"2020/1"
"20161STADS0250";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2016/1"
"20201STADS019";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Integral";"20202.STADS.2";"2020/1"
"20161STADS0241";"Campus de Alegre";"M";"Superior de Tecnologia em Análise e Desenvolvimento de Sistemas";"Noturno";;"2016/1"
